location	 http://dbpedia.org/ontology/Place	 place
nation	 http://dbpedia.org/ontology/Country	 country
mountain chain	 http://dbpedia.org/ontology/MountainRange	 mountain range
ridge	 http://dbpedia.org/ontology/MountainRange	 mountain range
cavern	 http://dbpedia.org/ontology/Cave	 cave
grotto	 http://dbpedia.org/ontology/Cave	 cave
ski region	 http://dbpedia.org/ontology/SkiArea	 ski area
traverse	 http://dbpedia.org/ontology/crosses	 crosses
bridge	 http://dbpedia.org/ontology/crosses	 crosses
span	 http://dbpedia.org/ontology/crosses	 crosses
moon crater	 http://dbpedia.org/ontology/LunarCrater	 lunar crater
spaceship	 http://dbpedia.org/ontology/Spacecraft	 spacecraft
manager	 http://dbpedia.org/ontology/SportsManager	 sports manager
sportsman	 http://dbpedia.org/ontology/Athlete	 athlete
player	 http://dbpedia.org/ontology/IceHockeyPlayer	 ice hockey player
player	 http://dbpedia.org/ontology/AmericanFootballPlayer	 american football player
player	 http://dbpedia.org/ontology/GridironFootballPlayer	 gridiron football player
racer	 http://dbpedia.org/ontology/FormulaOneRacer	 Formula One racer
NASCAR driver	 http://dbpedia.org/ontology/NascarDriver	 nascar driver
team	 http://dbpedia.org/ontology/SportsTeam	 sports team
soccer team	 http://dbpedia.org/ontology/SoccerClub	 soccer club
team	 http://dbpedia.org/ontology/AmericanFootballTeam	 american football team
league	 http://dbpedia.org/ontology/SportsLeague	 sports league
league	 http://dbpedia.org/ontology/IceHockeyLeague	 ice hockey league
league	 http://dbpedia.org/ontology/FieldHockeyLeague	 field hockey league
league	 http://dbpedia.org/ontology/InlineHockeyLeague	 inline hockey league
league	 http://dbpedia.org/ontology/AmericanFootballLeague	 american football league
league	 http://dbpedia.org/ontology/MixedMartialArtsLeague	 mixed martial arts league
MMA league	 http://dbpedia.org/ontology/MixedMartialArtsLeague	 mixed martial arts league
league	 http://dbpedia.org/ontology/MixedMartialArtsLeague	 mixed martial arts league
accommodate	 http://dbpedia.org/ontology/capacity	 capacity
piece of software	 http://dbpedia.org/ontology/Software	 software
electricity station	 http://dbpedia.org/ontology/PowerStation	 power station
generating plant	 http://dbpedia.org/ontology/PowerStation	 power station
generating station	 http://dbpedia.org/ontology/PowerStation	 power station
power plant	 http://dbpedia.org/ontology/PowerStation	 power station
boat	 http://dbpedia.org/ontology/Ship	 ship
airplane	 http://dbpedia.org/ontology/Aircraft	 aircraft
plane	 http://dbpedia.org/ontology/Aircraft	 aircraft
auto	 http://dbpedia.org/ontology/Automobile	 automobile
car	 http://dbpedia.org/ontology/Automobile	 automobile
vehicle	 http://dbpedia.org/ontology/Automobile	 automobile
engine	 http://dbpedia.org/ontology/Locomotive	 locomotive
